team,entry,topic,slot,schedule,stat,N,result
3,2,FOOD,NEIGHBOURHOOD,2,recall,30,0.4333333
3,2,FOOD,NEIGHBOURHOOD,2,f1,38,0.5098039
3,2,FOOD,all,2,acc,272,0.0294118
3,2,FOOD,all,2,precision,453,0.2671082
3,2,FOOD,all,2,recall,571,0.2119089
3,2,FOOD,all,2,f1,903,0.2363281
3,2,ATTRACTION,INFO,2,acc,401,0.0000000
3,2,ATTRACTION,INFO,2,precision,0,-
3,2,ATTRACTION,INFO,2,recall,465,0.0000000
3,2,ATTRACTION,INFO,2,f1,465,-
3,2,ATTRACTION,TYPE_OF_PLACE,2,acc,265,0.1811321
3,2,ATTRACTION,TYPE_OF_PLACE,2,precision,225,0.2577778
3,2,ATTRACTION,TYPE_OF_PLACE,2,recall,137,0.4233577
3,2,ATTRACTION,TYPE_OF_PLACE,2,f1,304,0.3204420
3,2,ATTRACTION,ACTIVITY,2,acc,236,0.1059322
3,2,ATTRACTION,ACTIVITY,2,precision,204,0.1666667
3,2,ATTRACTION,ACTIVITY,2,recall,125,0.2720000
3,2,ATTRACTION,ACTIVITY,2,f1,295,0.2066869
3,2,ATTRACTION,PLACE,2,acc,412,0.1577670
3,2,ATTRACTION,PLACE,2,precision,112,0.6964286
3,2,ATTRACTION,PLACE,2,recall,423,0.1843972
3,2,ATTRACTION,PLACE,2,f1,457,0.2915888
3,2,ATTRACTION,TIME,2,acc,69,0.1449275
3,2,ATTRACTION,TIME,2,precision,91,0.2307692
3,2,ATTRACTION,TIME,2,recall,31,0.6774194
3,2,ATTRACTION,TIME,2,f1,101,0.3442623
3,2,ATTRACTION,NEIGHBOURHOOD,2,acc,219,0.3561644
3,2,ATTRACTION,NEIGHBOURHOOD,2,precision,134,0.6641791
3,2,ATTRACTION,NEIGHBOURHOOD,2,recall,199,0.4472362
3,2,ATTRACTION,NEIGHBOURHOOD,2,f1,244,0.5345345
3,2,ATTRACTION,all,2,acc,614,0.0456026
3,2,ATTRACTION,all,2,precision,766,0.3655352
3,2,ATTRACTION,all,2,recall,1380,0.2028986
3,2,ATTRACTION,all,2,f1,1866,0.2609506
3,2,TRANSPORTATION,INFO,2,acc,126,0.0000000
3,2,TRANSPORTATION,INFO,2,precision,0,-
3,2,TRANSPORTATION,INFO,2,recall,132,0.0000000
3,2,TRANSPORTATION,INFO,2,f1,132,-
3,2,TRANSPORTATION,FROM,2,acc,140,0.0428571
3,2,TRANSPORTATION,FROM,2,precision,126,0.0634921
3,2,TRANSPORTATION,FROM,2,recall,123,0.0650407
3,2,TRANSPORTATION,FROM,2,f1,241,0.0642570
3,2,TRANSPORTATION,TO,2,acc,142,0.1408451
3,2,TRANSPORTATION,TO,2,precision,122,0.1885246
3,2,TRANSPORTATION,TO,2,recall,128,0.1796875
3,2,TRANSPORTATION,TO,2,f1,227,0.1840000
3,2,TRANSPORTATION,STATION,2,acc,34,0.1764706
3,2,TRANSPORTATION,STATION,2,precision,14,0.4285714
3,2,TRANSPORTATION,STATION,2,recall,27,0.2222222
3,2,TRANSPORTATION,STATION,2,f1,35,0.2926829
3,2,TRANSPORTATION,LINE,2,acc,29,0.1724138
3,2,TRANSPORTATION,LINE,2,precision,6,0.8333333
3,2,TRANSPORTATION,LINE,2,recall,31,0.1612903
3,2,TRANSPORTATION,LINE,2,f1,32,0.2702703
3,2,TRANSPORTATION,TYPE,2,acc,210,0.4428571
3,2,TRANSPORTATION,TYPE,2,precision,154,0.7467532
3,2,TRANSPORTATION,TYPE,2,recall,209,0.5502392
3,2,TRANSPORTATION,TYPE,2,f1,248,0.6336088
3,2,TRANSPORTATION,TICKET,2,acc,6,0.0000000
3,2,TRANSPORTATION,TICKET,2,precision,1,0.0000000
3,2,TRANSPORTATION,TICKET,2,recall,5,0.0000000
3,2,TRANSPORTATION,TICKET,2,f1,6,-
3,2,TRANSPORTATION,all,2,acc,231,0.0476190
3,2,TRANSPORTATION,all,2,precision,423,0.3711584
3,2,TRANSPORTATION,all,2,recall,655,0.2396947
3,2,TRANSPORTATION,all,2,f1,921,0.2912801
3,2,SHOPPING,INFO,2,acc,45,0.0000000
3,2,SHOPPING,INFO,2,precision,0,-
3,2,SHOPPING,INFO,2,recall,52,0.0000000
3,2,SHOPPING,INFO,2,f1,52,-
3,2,SHOPPING,TYPE_OF_PLACE,2,acc,42,0.2857143
3,2,SHOPPING,TYPE_OF_PLACE,2,precision,28,0.5357143
3,2,SHOPPING,TYPE_OF_PLACE,2,recall,35,0.4285714
3,2,SHOPPING,TYPE_OF_PLACE,2,f1,48,0.4761905
3,2,SHOPPING,PLACE,2,acc,47,0.0851064
3,2,SHOPPING,PLACE,2,precision,33,0.1818182
3,2,SHOPPING,PLACE,2,recall,28,0.2142857
3,2,SHOPPING,PLACE,2,f1,55,0.1967213
3,2,SHOPPING,NEIGHBOURHOOD,2,acc,43,0.5348837
3,2,SHOPPING,NEIGHBOURHOOD,2,precision,33,0.6969697
3,2,SHOPPING,NEIGHBOURHOOD,2,recall,36,0.6388889
3,2,SHOPPING,NEIGHBOURHOOD,2,f1,46,0.6666667
3,2,SHOPPING,TIME,2,acc,4,0.0000000
3,2,SHOPPING,TIME,2,precision,5,0.0000000
3,2,SHOPPING,TIME,2,recall,0,-
3,2,SHOPPING,TIME,2,f1,5,-
3,2,SHOPPING,all,2,acc,72,0.0000000
3,2,SHOPPING,all,2,precision,99,0.4444444
3,2,SHOPPING,all,2,recall,151,0.2913907
3,2,SHOPPING,all,2,f1,206,0.3520000
3,2,ACCOMMODATION,INFO,2,acc,89,0.0000000
3,2,ACCOMMODATION,INFO,2,precision,0,-
3,2,ACCOMMODATION,INFO,2,recall,104,0.0000000
3,2,ACCOMMODATION,INFO,2,f1,104,-
3,2,ACCOMMODATION,TYPE_OF_PLACE,2,acc,73,0.1643836
3,2,ACCOMMODATION,TYPE_OF_PLACE,2,precision,82,0.1463415
3,2,ACCOMMODATION,TYPE_OF_PLACE,2,recall,16,0.7500000
3,2,ACCOMMODATION,TYPE_OF_PLACE,2,f1,86,0.2448980
3,2,ACCOMMODATION,PLACE,2,acc,94,0.0319149
3,2,ACCOMMODATION,PLACE,2,precision,5,0.6000000
3,2,ACCOMMODATION,PLACE,2,recall,97,0.0309278
3,2,ACCOMMODATION,PLACE,2,f1,99,0.0588235
3,2,ACCOMMODATION,NEIGHBOURHOOD,2,acc,27,0.1851852
3,2,ACCOMMODATION,NEIGHBOURHOOD,2,precision,14,0.3571429
3,2,ACCOMMODATION,NEIGHBOURHOOD,2,recall,19,0.2631579
3,2,ACCOMMODATION,NEIGHBOURHOOD,2,f1,28,0.3030303
3,2,ACCOMMODATION,all,2,acc,118,0.0508475
3,2,ACCOMMODATION,all,2,precision,101,0.1980198
3,2,ACCOMMODATION,all,2,recall,236,0.0847458
3,2,ACCOMMODATION,all,2,f1,317,0.1186944
3,2,basic,total_wall_time,,,,276.788758278
3,2,basic,sessions,,,,10
3,2,basic,utterances,,,,14878
3,2,basic,wall_time_per_utterance,,,,0.0186038955692
3,2,basic,dataset,,,,dstc5_test
3,3,all,all,1,acc,12290,0.0340928
3,3,all,all,1,precision,20581,0.2926486
3,3,all,all,1,recall,28749,0.2095029
3,3,all,all,1,f1,43307,0.2441922
3,3,FOOD,INFO,1,acc,1887,0.1595125
3,3,FOOD,INFO,1,precision,809,0.4857849
3,3,FOOD,INFO,1,recall,1945,0.2020566
3,3,FOOD,INFO,1,f1,2361,0.2854031
3,3,FOOD,CUISINE,1,acc,1053,0.1785375
3,3,FOOD,CUISINE,1,precision,876,0.2808219
3,3,FOOD,CUISINE,1,recall,673,0.3655275
3,3,FOOD,CUISINE,1,f1,1303,0.3176243
3,3,FOOD,TYPE_OF_PLACE,1,acc,469,0.1449893
3,3,FOOD,TYPE_OF_PLACE,1,precision,220,0.3727273
3,3,FOOD,TYPE_OF_PLACE,1,recall,378,0.2169312
3,3,FOOD,TYPE_OF_PLACE,1,f1,516,0.2742475
3,3,FOOD,DRINK,1,acc,357,0.0952381
3,3,FOOD,DRINK,1,precision,323,0.1640867
3,3,FOOD,DRINK,1,recall,112,0.4732143
3,3,FOOD,DRINK,1,f1,382,0.2436782
3,3,FOOD,PLACE,1,acc,741,0.0296896
3,3,FOOD,PLACE,1,precision,321,0.0841121
3,3,FOOD,PLACE,1,recall,527,0.0512334
3,3,FOOD,PLACE,1,f1,821,0.0636792
3,3,FOOD,MEAL_TIME,1,acc,150,0.0466667
3,3,FOOD,MEAL_TIME,1,precision,160,0.2062500
3,3,FOOD,MEAL_TIME,1,recall,46,0.7173913
3,3,FOOD,MEAL_TIME,1,f1,173,0.3203883
3,3,FOOD,DISH,1,acc,1879,0.0979244
3,3,FOOD,DISH,1,precision,1656,0.2161836
3,3,FOOD,DISH,1,recall,1865,0.1919571
3,3,FOOD,DISH,1,f1,3163,0.2033513
3,3,FOOD,NEIGHBOURHOOD,1,acc,369,0.2710027
3,3,FOOD,NEIGHBOURHOOD,1,precision,162,0.6172840
3,3,FOOD,NEIGHBOURHOOD,1,recall,310,0.3225806
3,3,FOOD,NEIGHBOURHOOD,1,f1,372,0.4237288
3,3,FOOD,all,1,acc,2683,0.0242266
3,3,FOOD,all,1,precision,4527,0.2853987
3,3,FOOD,all,1,recall,5856,0.2206284
3,3,FOOD,all,1,f1,9091,0.2488683
3,3,ATTRACTION,INFO,1,acc,4842,0.0532838
3,3,ATTRACTION,INFO,1,precision,4682,0.1458778
3,3,ATTRACTION,INFO,1,recall,4948,0.1380356
3,3,ATTRACTION,INFO,1,f1,8947,0.1418484
3,3,ATTRACTION,TYPE_OF_PLACE,1,acc,2297,0.1754462
3,3,ATTRACTION,TYPE_OF_PLACE,1,precision,1641,0.2784887
3,3,ATTRACTION,TYPE_OF_PLACE,1,recall,1388,0.3292507
3,3,ATTRACTION,TYPE_OF_PLACE,1,f1,2572,0.3017498
3,3,ATTRACTION,ACTIVITY,1,acc,2275,0.0791209
3,3,ATTRACTION,ACTIVITY,1,precision,1723,0.1346489
3,3,ATTRACTION,ACTIVITY,1,recall,1233,0.1881590
3,3,ATTRACTION,ACTIVITY,1,f1,2724,0.1569689
3,3,ATTRACTION,PLACE,1,acc,3925,0.1103185
3,3,ATTRACTION,PLACE,1,precision,814,0.6130221
3,3,ATTRACTION,PLACE,1,recall,3987,0.1251568
3,3,ATTRACTION,PLACE,1,f1,4302,0.2078734
3,3,ATTRACTION,TIME,1,acc,560,0.1482143
3,3,ATTRACTION,TIME,1,precision,631,0.2440571
3,3,ATTRACTION,TIME,1,recall,300,0.5133333
3,3,ATTRACTION,TIME,1,f1,777,0.3308271
3,3,ATTRACTION,NEIGHBOURHOOD,1,acc,1941,0.3147862
3,3,ATTRACTION,NEIGHBOURHOOD,1,precision,979,0.6966292
3,3,ATTRACTION,NEIGHBOURHOOD,1,recall,1843,0.3700488
3,3,ATTRACTION,NEIGHBOURHOOD,1,f1,2140,0.4833451
3,3,ATTRACTION,all,1,acc,5949,0.0299210
3,3,ATTRACTION,all,1,precision,10470,0.2585482
3,3,ATTRACTION,all,1,recall,13699,0.1976057
3,3,ATTRACTION,all,1,f1,21462,0.2240060
3,3,TRANSPORTATION,INFO,1,acc,1183,0.1893491
3,3,TRANSPORTATION,INFO,1,precision,495,0.5494949
3,3,TRANSPORTATION,INFO,1,recall,1195,0.2276151
3,3,TRANSPORTATION,INFO,1,f1,1418,0.3218935
3,3,TRANSPORTATION,FROM,1,acc,1179,0.0458015
3,3,TRANSPORTATION,FROM,1,precision,829,0.0820265
3,3,TRANSPORTATION,FROM,1,recall,1055,0.0644550
3,3,TRANSPORTATION,FROM,1,f1,1816,0.0721868
3,3,TRANSPORTATION,TO,1,acc,1194,0.0737018
3,3,TRANSPORTATION,TO,1,precision,801,0.1298377
3,3,TRANSPORTATION,TO,1,recall,1081,0.0962072
3,3,TRANSPORTATION,TO,1,f1,1778,0.1105207
3,3,TRANSPORTATION,STATION,1,acc,325,0.0953846
3,3,TRANSPORTATION,STATION,1,precision,103,0.3009709
3,3,TRANSPORTATION,STATION,1,recall,269,0.1152416
3,3,TRANSPORTATION,STATION,1,f1,341,0.1666667
3,3,TRANSPORTATION,LINE,1,acc,242,0.0991736
3,3,TRANSPORTATION,LINE,1,precision,29,0.8275862
3,3,TRANSPORTATION,LINE,1,recall,263,0.0912548
3,3,TRANSPORTATION,LINE,1,f1,268,0.1643836
3,3,TRANSPORTATION,TYPE,1,acc,1769,0.3906162
3,3,TRANSPORTATION,TYPE,1,precision,1166,0.7281304
3,3,TRANSPORTATION,TYPE,1,recall,1771,0.4793902
3,3,TRANSPORTATION,TYPE,1,f1,2088,0.5781410
3,3,TRANSPORTATION,TICKET,1,acc,46,0.0000000
3,3,TRANSPORTATION,TICKET,1,precision,3,0.0000000
3,3,TRANSPORTATION,TICKET,1,recall,43,0.0000000
3,3,TRANSPORTATION,TICKET,1,f1,46,-
3,3,TRANSPORTATION,all,1,acc,1940,0.0680412
3,3,TRANSPORTATION,all,1,precision,3426,0.3934618
3,3,TRANSPORTATION,all,1,recall,5677,0.2374494
3,3,TRANSPORTATION,all,1,f1,7755,0.2961661
3,3,SHOPPING,INFO,1,acc,557,0.0000000
3,3,SHOPPING,INFO,1,precision,64,0.0156250
3,3,SHOPPING,INFO,1,recall,603,0.0016584
3,3,SHOPPING,INFO,1,f1,666,0.0029985
3,3,SHOPPING,TYPE_OF_PLACE,1,acc,385,0.1818182
3,3,SHOPPING,TYPE_OF_PLACE,1,precision,213,0.3802817
3,3,SHOPPING,TYPE_OF_PLACE,1,recall,331,0.2447130
3,3,SHOPPING,TYPE_OF_PLACE,1,f1,463,0.2977941
3,3,SHOPPING,PLACE,1,acc,398,0.0703518
3,3,SHOPPING,PLACE,1,precision,207,0.2173913
3,3,SHOPPING,PLACE,1,recall,277,0.1624549
3,3,SHOPPING,PLACE,1,f1,439,0.1859504
3,3,SHOPPING,NEIGHBOURHOOD,1,acc,397,0.3576826
3,3,SHOPPING,NEIGHBOURHOOD,1,precision,216,0.6574074
3,3,SHOPPING,NEIGHBOURHOOD,1,recall,330,0.4303030
3,3,SHOPPING,NEIGHBOURHOOD,1,f1,404,0.5201465
3,3,SHOPPING,TIME,1,acc,59,0.0000000
3,3,SHOPPING,TIME,1,precision,80,0.0000000
3,3,SHOPPING,TIME,1,recall,0,-
3,3,SHOPPING,TIME,1,f1,80,-
3,3,SHOPPING,all,1,acc,745,0.0040268
3,3,SHOPPING,all,1,precision,780,0.3448718
3,3,SHOPPING,all,1,recall,1541,0.1745620
3,3,SHOPPING,all,1,f1,2052,0.2317966
3,3,ACCOMMODATION,INFO,1,acc,813,0.1402214
3,3,ACCOMMODATION,INFO,1,precision,634,0.3974763
3,3,ACCOMMODATION,INFO,1,recall,917,0.2748092
3,3,ACCOMMODATION,INFO,1,f1,1299,0.3249516
3,3,ACCOMMODATION,TYPE_OF_PLACE,1,acc,553,0.1518987
3,3,ACCOMMODATION,TYPE_OF_PLACE,1,precision,597,0.1407035
3,3,ACCOMMODATION,TYPE_OF_PLACE,1,recall,140,0.6000000
3,3,ACCOMMODATION,TYPE_OF_PLACE,1,f1,653,0.2279512
3,3,ACCOMMODATION,PLACE,1,acc,740,0.0337838
3,3,ACCOMMODATION,PLACE,1,precision,28,0.8928571
3,3,ACCOMMODATION,PLACE,1,recall,782,0.0319693
3,3,ACCOMMODATION,PLACE,1,f1,785,0.0617284
3,3,ACCOMMODATION,NEIGHBOURHOOD,1,acc,194,0.2371134
3,3,ACCOMMODATION,NEIGHBOURHOOD,1,precision,119,0.3865546
3,3,ACCOMMODATION,NEIGHBOURHOOD,1,recall,137,0.3357664
3,3,ACCOMMODATION,NEIGHBOURHOOD,1,f1,210,0.3593750
3,3,ACCOMMODATION,all,1,acc,973,0.0421377
3,3,ACCOMMODATION,all,1,precision,1378,0.2953556
3,3,ACCOMMODATION,all,1,recall,1976,0.2059717
3,3,ACCOMMODATION,all,1,f1,2947,0.2426953
3,3,all,all,2,acc,1307,0.0451415
3,3,all,all,2,precision,2659,0.3076344
3,3,all,all,2,recall,2993,0.2733044
3,3,all,all,2,f1,4834,0.2894551
3,3,FOOD,INFO,2,acc,181,0.1988950
3,3,FOOD,INFO,2,precision,95,0.4631579
3,3,FOOD,INFO,2,recall,178,0.2471910
3,3,FOOD,INFO,2,f1,229,0.3223443
3,3,FOOD,CUISINE,2,acc,116,0.2155172
3,3,FOOD,CUISINE,2,precision,113,0.3185841
3,3,FOOD,CUISINE,2,recall,75,0.4800000
3,3,FOOD,CUISINE,2,f1,152,0.3829787
3,3,FOOD,TYPE_OF_PLACE,2,acc,50,0.1200000
3,3,FOOD,TYPE_OF_PLACE,2,precision,30,0.3000000
3,3,FOOD,TYPE_OF_PLACE,2,recall,36,0.2500000
3,3,FOOD,TYPE_OF_PLACE,2,f1,57,0.2727273
3,3,FOOD,DRINK,2,acc,38,0.1315789
3,3,FOOD,DRINK,2,precision,41,0.2195122
3,3,FOOD,DRINK,2,recall,10,0.9000000
3,3,FOOD,DRINK,2,f1,42,0.3529412
3,3,FOOD,PLACE,2,acc,88,0.0681818
3,3,FOOD,PLACE,2,precision,40,0.1750000
3,3,FOOD,PLACE,2,recall,65,0.1076923
3,3,FOOD,PLACE,2,f1,98,0.1333333
3,3,FOOD,MEAL_TIME,2,acc,12,0.0000000
3,3,FOOD,MEAL_TIME,2,precision,14,0.2142857
3,3,FOOD,MEAL_TIME,2,recall,3,1.0000000
3,3,FOOD,MEAL_TIME,2,f1,14,0.3529412
3,3,FOOD,DISH,2,acc,181,0.1160221
3,3,FOOD,DISH,2,precision,194,0.2268041
3,3,FOOD,DISH,2,recall,174,0.2528736
3,3,FOOD,DISH,2,f1,324,0.2391304
3,3,FOOD,NEIGHBOURHOOD,2,acc,37,0.3513514
3,3,FOOD,NEIGHBOURHOOD,2,precision,21,0.6190476
3,3,FOOD,NEIGHBOURHOOD,2,recall,30,0.4333333
3,3,FOOD,NEIGHBOURHOOD,2,f1,38,0.5098039
3,3,FOOD,all,2,acc,272,0.0294118
3,3,FOOD,all,2,precision,548,0.3010949
3,3,FOOD,all,2,recall,571,0.2889667
3,3,FOOD,all,2,f1,954,0.2949062
3,3,ATTRACTION,INFO,2,acc,483,0.0600414
3,3,ATTRACTION,INFO,2,precision,561,0.1515152
3,3,ATTRACTION,INFO,2,recall,465,0.1827957
3,3,ATTRACTION,INFO,2,f1,941,0.1656920
3,3,ATTRACTION,TYPE_OF_PLACE,2,acc,265,0.1811321
3,3,ATTRACTION,TYPE_OF_PLACE,2,precision,225,0.2577778
3,3,ATTRACTION,TYPE_OF_PLACE,2,recall,137,0.4233577
3,3,ATTRACTION,TYPE_OF_PLACE,2,f1,304,0.3204420
3,3,ATTRACTION,ACTIVITY,2,acc,236,0.1059322
3,3,ATTRACTION,ACTIVITY,2,precision,204,0.1666667
3,3,ATTRACTION,ACTIVITY,2,recall,125,0.2720000
3,3,ATTRACTION,ACTIVITY,2,f1,295,0.2066869
3,3,ATTRACTION,PLACE,2,acc,412,0.1577670
3,3,ATTRACTION,PLACE,2,precision,112,0.6964286
3,3,ATTRACTION,PLACE,2,recall,423,0.1843972
3,3,ATTRACTION,PLACE,2,f1,457,0.2915888
3,3,ATTRACTION,TIME,2,acc,69,0.1449275
3,3,ATTRACTION,TIME,2,precision,91,0.2307692
3,3,ATTRACTION,TIME,2,recall,31,0.6774194
3,3,ATTRACTION,TIME,2,f1,101,0.3442623
3,3,ATTRACTION,NEIGHBOURHOOD,2,acc,219,0.3561644
3,3,ATTRACTION,NEIGHBOURHOOD,2,precision,134,0.6641791
3,3,ATTRACTION,NEIGHBOURHOOD,2,recall,199,0.4472362
3,3,ATTRACTION,NEIGHBOURHOOD,2,f1,244,0.5345345
3,3,ATTRACTION,all,2,acc,614,0.0456026
3,3,ATTRACTION,all,2,precision,1327,0.2750565
3,3,ATTRACTION,all,2,recall,1380,0.2644928
3,3,ATTRACTION,all,2,f1,2342,0.2696712
3,3,TRANSPORTATION,INFO,2,acc,132,0.1969697
3,3,TRANSPORTATION,INFO,2,precision,54,0.5555556
3,3,TRANSPORTATION,INFO,2,recall,132,0.2272727
3,3,TRANSPORTATION,INFO,2,f1,156,0.3225806
3,3,TRANSPORTATION,FROM,2,acc,140,0.0428571
3,3,TRANSPORTATION,FROM,2,precision,126,0.0634921
3,3,TRANSPORTATION,FROM,2,recall,123,0.0650407
3,3,TRANSPORTATION,FROM,2,f1,241,0.0642570
3,3,TRANSPORTATION,TO,2,acc,142,0.1408451
3,3,TRANSPORTATION,TO,2,precision,122,0.1885246
3,3,TRANSPORTATION,TO,2,recall,128,0.1796875
3,3,TRANSPORTATION,TO,2,f1,227,0.1840000
3,3,TRANSPORTATION,STATION,2,acc,34,0.1764706
3,3,TRANSPORTATION,STATION,2,precision,14,0.4285714
3,3,TRANSPORTATION,STATION,2,recall,27,0.2222222
3,3,TRANSPORTATION,STATION,2,f1,35,0.2926829
3,3,TRANSPORTATION,LINE,2,acc,29,0.1724138
3,3,TRANSPORTATION,LINE,2,precision,6,0.8333333
3,3,TRANSPORTATION,LINE,2,recall,31,0.1612903
3,3,TRANSPORTATION,LINE,2,f1,32,0.2702703
3,3,TRANSPORTATION,TYPE,2,acc,210,0.4428571
3,3,TRANSPORTATION,TYPE,2,precision,154,0.7467532
3,3,TRANSPORTATION,TYPE,2,recall,209,0.5502392
3,3,TRANSPORTATION,TYPE,2,f1,248,0.6336088
3,3,TRANSPORTATION,TICKET,2,acc,6,0.0000000
3,3,TRANSPORTATION,TICKET,2,precision,1,0.0000000
3,3,TRANSPORTATION,TICKET,2,recall,5,0.0000000
3,3,TRANSPORTATION,TICKET,2,f1,6,-
3,3,TRANSPORTATION,all,2,acc,231,0.0779221
3,3,TRANSPORTATION,all,2,precision,477,0.3920335
3,3,TRANSPORTATION,all,2,recall,655,0.2854962
3,3,TRANSPORTATION,all,2,f1,945,0.3303887
3,3,SHOPPING,INFO,2,acc,49,0.0000000
3,3,SHOPPING,INFO,2,precision,13,0.0769231
3,3,SHOPPING,INFO,2,recall,52,0.0192308
3,3,SHOPPING,INFO,2,f1,64,0.0307692
3,3,SHOPPING,TYPE_OF_PLACE,2,acc,42,0.2857143
3,3,SHOPPING,TYPE_OF_PLACE,2,precision,28,0.5357143
3,3,SHOPPING,TYPE_OF_PLACE,2,recall,35,0.4285714
3,3,SHOPPING,TYPE_OF_PLACE,2,f1,48,0.4761905
3,3,SHOPPING,PLACE,2,acc,47,0.0851064
3,3,SHOPPING,PLACE,2,precision,33,0.1818182
3,3,SHOPPING,PLACE,2,recall,28,0.2142857
3,3,SHOPPING,PLACE,2,f1,55,0.1967213
3,3,SHOPPING,NEIGHBOURHOOD,2,acc,43,0.5348837
3,3,SHOPPING,NEIGHBOURHOOD,2,precision,33,0.6969697
3,3,SHOPPING,NEIGHBOURHOOD,2,recall,36,0.6388889
3,3,SHOPPING,NEIGHBOURHOOD,2,f1,46,0.6666667
3,3,SHOPPING,TIME,2,acc,4,0.0000000
3,3,SHOPPING,TIME,2,precision,5,0.0000000
3,3,SHOPPING,TIME,2,recall,0,-
3,3,SHOPPING,TIME,2,f1,5,-
3,3,SHOPPING,all,2,acc,72,0.0000000
3,3,SHOPPING,all,2,precision,112,0.4017857
3,3,SHOPPING,all,2,recall,151,0.2980132
3,3,SHOPPING,all,2,f1,218,0.3422053
3,3,ACCOMMODATION,INFO,2,acc,92,0.1413043
3,3,ACCOMMODATION,INFO,2,precision,94,0.3829787
3,3,ACCOMMODATION,INFO,2,recall,104,0.3461538
3,3,ACCOMMODATION,INFO,2,f1,162,0.3636364
3,3,ACCOMMODATION,TYPE_OF_PLACE,2,acc,73,0.1643836
3,3,ACCOMMODATION,TYPE_OF_PLACE,2,precision,82,0.1463415
3,3,ACCOMMODATION,TYPE_OF_PLACE,2,recall,16,0.7500000
3,3,ACCOMMODATION,TYPE_OF_PLACE,2,f1,86,0.2448980
3,3,ACCOMMODATION,PLACE,2,acc,94,0.0319149
3,3,ACCOMMODATION,PLACE,2,precision,5,0.6000000
3,3,ACCOMMODATION,PLACE,2,recall,97,0.0309278
3,3,ACCOMMODATION,PLACE,2,f1,99,0.0588235
3,3,ACCOMMODATION,NEIGHBOURHOOD,2,acc,27,0.1851852
3,3,ACCOMMODATION,NEIGHBOURHOOD,2,precision,14,0.3571429
3,3,ACCOMMODATION,NEIGHBOURHOOD,2,recall,19,0.2631579
3,3,ACCOMMODATION,NEIGHBOURHOOD,2,f1,28,0.3030303
3,3,ACCOMMODATION,all,2,acc,118,0.0423729
3,3,ACCOMMODATION,all,2,precision,195,0.2871795
3,3,ACCOMMODATION,all,2,recall,236,0.2372881
3,3,ACCOMMODATION,all,2,f1,375,0.2598608
3,3,basic,total_wall_time,,,,1648.42566013
3,3,basic,sessions,,,,10
3,3,basic,utterances,,,,14878
3,3,basic,wall_time_per_utterance,,,,0.110796186324
3,3,basic,dataset,,,,dstc5_test
4,0,all,all,1,acc,12290,0.0583401
4,0,all,all,1,precision,19913,0.4007935
4,0,all,all,1,recall,28749,0.2776097
4,0,all,all,1,f1,40681,0.3280178
4,0,FOOD,INFO,1,acc,1843,0.1519262
4,0,FOOD,INFO,1,precision,480,0.5833333
4,0,FOOD,INFO,1,recall,1945,0.1439589
4,0,FOOD,INFO,1,f1,2145,0.2309278
4,0,FOOD,CUISINE,1,acc,793,0.0870113
4,0,FOOD,CUISINE,1,precision,412,0.2766990
4,0,FOOD,CUISINE,1,recall,673,0.1693908
4,0,FOOD,CUISINE,1,f1,971,0.2101382
4,0,FOOD,TYPE_OF_PLACE,1,acc,395,0.2430380
4,0,FOOD,TYPE_OF_PLACE,1,precision,152,0.7368421
4,0,FOOD,TYPE_OF_PLACE,1,recall,378,0.2962963
4,0,FOOD,TYPE_OF_PLACE,1,f1,418,0.4226415
4,0,FOOD,DRINK,1,acc,229,0.1179039
4,0,FOOD,DRINK,1,precision,172,0.1802326
4,0,FOOD,DRINK,1,recall,112,0.2767857
4,0,FOOD,DRINK,1,f1,253,0.2183099
4,0,FOOD,PLACE,1,acc,1186,0.0767285
4,0,FOOD,PLACE,1,precision,1109,0.1109107
4,0,FOOD,PLACE,1,recall,527,0.2333966
4,0,FOOD,PLACE,1,f1,1513,0.1503667
4,0,FOOD,MEAL_TIME,1,acc,125,0.0560000
4,0,FOOD,MEAL_TIME,1,precision,135,0.2444444
4,0,FOOD,MEAL_TIME,1,recall,46,0.7173913
4,0,FOOD,MEAL_TIME,1,f1,148,0.3646409
4,0,FOOD,DISH,1,acc,1849,0.1579232
4,0,FOOD,DISH,1,precision,1386,0.2929293
4,0,FOOD,DISH,1,recall,1865,0.2176944
4,0,FOOD,DISH,1,f1,2845,0.2497693
4,0,FOOD,NEIGHBOURHOOD,1,acc,442,0.2511312
4,0,FOOD,NEIGHBOURHOOD,1,precision,283,0.4416961
4,0,FOOD,NEIGHBOURHOOD,1,recall,310,0.4032258
4,0,FOOD,NEIGHBOURHOOD,1,f1,468,0.4215852
4,0,FOOD,all,1,acc,2683,0.0387626
4,0,FOOD,all,1,precision,4129,0.2964398
4,0,FOOD,all,1,recall,5856,0.2090164
4,0,FOOD,all,1,f1,8761,0.2451678
4,0,ATTRACTION,INFO,1,acc,4467,0.1405865
4,0,ATTRACTION,INFO,1,precision,1805,0.4803324
4,0,ATTRACTION,INFO,1,recall,4948,0.1752223
4,0,ATTRACTION,INFO,1,f1,5886,0.2567748
4,0,ATTRACTION,TYPE_OF_PLACE,1,acc,1840,0.2516304
4,0,ATTRACTION,TYPE_OF_PLACE,1,precision,1106,0.4547920
4,0,ATTRACTION,TYPE_OF_PLACE,1,recall,1388,0.3623919
4,0,ATTRACTION,TYPE_OF_PLACE,1,f1,1991,0.4033681
